Ticker,Date,Year,Quarter,Positive_Ratio,Negative_Ratio,Uncertainty_Ratio,Net_Sentiment
BMY,2014-11-11 22:44:07,2014,-1,0.0402,0.0254,0.0071,0.0148
CVX,2014-11-11 23:26:08,2014,-1,0.0322,0.0059,0.0088,0.0263
IBM,2014-11-12 00:04:07,2014,-1,0.0275,0.0217,0.0063,0.0058
MSFT,2014-11-12 00:25:10,2014,-1,0.0286,0.0187,0.0073,0.009899999999999999
GS,2014-11-12 18:18:10,2014,-1,0.0213,0.0213,0.0279,0.0
V,2014-11-12 19:18:12,2014,-1,0.0355,0.0157,0.0126,0.019799999999999998
BAC,2014-11-12 19:53:04,2014,-1,0.0302,0.025,0.0096,0.0052
JPM,2014-11-13 00:36:16,2014,-1,0.0288,0.0199,0.013,0.008899999999999998
V,2014-11-13 02:35:07,2014,-1,0.0412,0.02,0.0126,0.0212
WFC,2014-11-13 22:28:09,2014,-1,0.0338,0.0213,0.0171,0.012499999999999997
C,2014-11-13 23:19:05,2014,-1,0.039,0.0174,0.0202,0.0216
PG,2014-11-14 16:51:16,2014,-1,0.0678,0.0145,0.0062,0.0533
LOW,2014-11-19 19:09:07,2014,3,0.0478,0.0152,0.0114,0.032600000000000004
MSFT,2014-11-19 20:04:08,2014,-1,0.0248,0.0132,0.0113,0.0116
F,2014-11-19 20:57:06,2014,-1,0.0336,0.0071,0.0057,0.026499999999999996
CRM,2014-11-20 01:50:07,2015,3,0.0477,0.0106,0.0124,0.0371
MCD,2014-11-20 20:22:08,2014,-1,0.0472,0.0119,0.0075,0.0353
GM,2014-11-20 23:57:12,2014,-1,0.0281,0.0229,0.0074,0.0052
MA,2014-11-21 01:02:16,2014,-1,0.0356,0.0192,0.0036,0.0164
GOOG,2014-12-02 18:59:09,2014,-1,0.0393,0.0126,0.0066,0.0267
F,2014-12-02 19:36:06,2014,-1,0.0366,0.0213,0.0084,0.015300000000000001
FB,2014-12-02 23:05:05,2014,0,0.0533,0.0146,0.0062,0.0387
RY,2014-12-03 19:55:06,2014,4,0.0382,0.0295,0.0152,0.0087
BA,2014-12-03 22:37:04,2014,-1,0.0425,0.0115,0.0108,0.031000000000000003
MSFT,2014-12-04 00:37:07,2014,0,0.0468,0.0159,0.008,0.0309
GM,2014-12-04 16:38:06,2014,-1,0.0487,0.0193,0.0146,0.0294
MSFT,2014-12-05 00:58:07,2014,-1,0.0583,0.0085,0.0055,0.0498
TD,2014-12-05 02:09:05,2014,4,0.034,0.0324,0.0142,0.0016000000000000042
AMD,2014-12-08 20:07:06,2014,-1,0.0292,0.0178,0.0059,0.0114
NFLX,2014-12-08 22:56:11,2014,0,0.0354,0.0178,0.013,0.0176
CMCSA,2014-12-09 01:14:02,2014,-1,0.0387,0.0146,0.0111,0.024099999999999996
WFC,2014-12-09 17:39:08,2014,-1,0.0469,0.0171,0.0127,0.029799999999999997
C,2014-12-09 18:58:07,2014,-1,0.0223,0.0285,0.0193,-0.006200000000000001
BAC,2014-12-09 19:42:05,2014,-1,0.035,0.0203,0.0097,0.014700000000000005
JPM,2014-12-10 20:55:05,2011,-1,0.0217,0.021,0.0158,0.0006999999999999992
ORCL,2014-12-18 04:30:09,2015,2,0.0259,0.0211,0.0093,0.004799999999999999
WFC,2015-01-15 14:25:04,2014,4,0.0369,0.0198,0.0159,0.0171
JPM,2015-01-15 15:06:05,2014,4,0.028,0.0269,0.018,0.0011000000000000003
TSM,2015-01-15 20:17:08,2014,4,0.0271,0.0327,0.0109,-0.005600000000000001
BAC,2015-01-15 20:30:11,2014,4,0.0282,0.0278,0.018,0.00040000000000000105
C,2015-01-16 01:30:04,2014,4,0.0276,0.0312,0.0203,-0.003599999999999999
GS,2015-01-17 01:16:09,2014,4,0.0297,0.0296,0.0249,9.99999999999994e-05
SAP,2015-01-20 19:39:05,2014,4,0.032,0.02,0.0093,0.012
NFLX,2015-01-21 01:24:11,2014,4,0.0358,0.0229,0.0079,0.012899999999999998
IBM,2015-01-21 01:50:14,2014,4,0.0298,0.0298,0.0073,0.0
MS,2015-01-21 02:09:04,2014,4,0.0303,0.0202,0.0111,0.010100000000000001
AMD,2015-01-21 05:20:04,2014,4,0.0368,0.0228,0.0114,0.013999999999999999
UNH,2015-01-21 18:41:08,2014,4,0.0517,0.018,0.0145,0.03370000000000001
AXP,2015-01-22 02:56:12,2014,4,0.0451,0.025,0.0149,0.0201
EBAY,2015-01-22 09:11:10,2014,4,0.0401,0.0202,0.0149,0.019899999999999998
UNP,2015-01-23 01:12:15,2014,4,0.0436,0.0249,0.0171,0.0187
SBUX,2015-01-23 02:42:15,2015,1,0.0437,0.0125,0.0078,0.031200000000000002
MCD,2015-01-23 22:14:06,2014,4,0.0369,0.0266,0.0076,0.010300000000000004
C,2015-01-24 03:22:04,2014,4,0.0216,0.0305,0.0196,-0.008899999999999998
TXN,2015-01-27 04:33:09,2014,4,0.0314,0.0152,0.017,0.0162
MSFT,2015-01-27 04:54:08,2015,2,0.0353,0.0214,0.0068,0.0139
NVS,2015-01-27 20:26:12,2014,4,0.0333,0.0229,0.0108,0.010400000000000003
PG,2015-01-27 22:06:16,2014,4,0.0355,0.0216,0.0079,0.013899999999999996
LMT,2015-01-27 22:41:10,2014,4,0.0325,0.0219,0.0153,0.010600000000000002
BMY,2015-01-27 23:54:06,2014,4,0.0515,0.0207,0.0136,0.030799999999999998
AAPL,2015-01-28 01:39:08,2015,1,0.0384,0.0127,0.0109,0.025699999999999997
AMGN,2015-01-28 03:46:10,2014,4,0.0289,0.0249,0.0094,0.004
BA,2015-01-28 19:25:06,2014,4,0.049,0.0189,0.0107,0.030100000000000002
QCOM,2015-01-29 02:59:08,2015,1,0.0286,0.0311,0.0206,-0.0024999999999999988
FB,2015-01-29 04:01:58,2014,4,0.0404,0.0147,0.0088,0.0257
CHTR,2015-01-29 19:10:08,2014,4,0.0302,0.0288,0.0102,0.001400000000000002
F,2015-01-29 19:15:06,2014,4,0.0388,0.0278,0.0084,0.011000000000000003
TMO,2015-01-29 19:33:04,2014,4,0.0447,0.0156,0.0098,0.029099999999999997
ABT,2015-01-29 22:15:15,2014,4,0.0425,0.0174,0.0146,0.025100000000000004
GS,2015-01-29 23:25:11,2015,-1,0.031,0.0243,0.0243,0.006700000000000001
AMZN,2015-01-30 02:49:05,2014,4,0.0279,0.0254,0.0111,0.0025000000000000022
GOOG,2015-01-30 03:21:17,2014,4,0.0319,0.0235,0.0079,0.008399999999999998
V,2015-01-30 03:42:05,2015,1,0.027,0.0295,0.0153,-0.0024999999999999988
MA,2015-01-30 20:10:04,2014,4,0.0252,0.016,0.0146,0.0092
ABBV,2015-01-30 20:44:14,2014,4,0.0384,0.0165,0.013,0.021899999999999996
CVX,2015-01-30 21:50:09,2014,4,0.0264,0.0289,0.0117,-0.0024999999999999988
XOM,2015-02-02 19:42:07,2014,4,0.0278,0.0262,0.0104,0.0015999999999999973
UPS,2015-02-03 20:12:08,2014,4,0.0345,0.0239,0.0141,0.010600000000000002
DIS,2015-02-04 04:31:10,2015,1,0.0422,0.0233,0.0097,0.0189
MRK,2015-02-04 17:51:08,2014,4,0.0399,0.0232,0.0145,0.0167
SE,2015-02-04 18:38:11,2014,4,0.0246,0.0205,0.0058,0.0040999999999999995
GM,2015-02-04 20:42:11,2014,4,0.0275,0.0277,0.008,-0.0001999999999999988
CHTR,2015-02-05 17:31:19,2014,4,0.0262,0.024,0.0126,0.0022000000000000006
AZN,2015-02-07 08:53:08,2014,4,0.0318,0.0243,0.0176,0.007500000000000003
CVS,2015-02-10 20:14:11,2014,4,0.0375,0.0237,0.0138,0.0138
PEP,2015-02-11 18:47:10,2014,4,0.0383,0.0256,0.016,0.0127
TSLA,2015-02-12 07:12:13,2014,4,0.0339,0.0307,0.0131,0.003199999999999998
MET,2015-02-12 19:07:07,2014,4,0.0262,0.0219,0.0222,0.004300000000000002
BA,2015-02-18 17:33:34,2015,-1,0.0362,0.0142,0.0166,0.022000000000000002
DUK,2015-02-18 18:31:18,2014,4,0.0287,0.0173,0.0146,0.0114
TMUS,2015-02-19 19:41:10,2014,4,0.0336,0.0217,0.0063,0.011899999999999997
PG,2015-02-19 20:22:19,2015,-1,0.0466,0.0198,0.007,0.0268
PEP,2015-02-20 03:55:08,2015,-1,0.0431,0.0128,0.0034,0.0303
BKNG,2015-02-20 08:20:12,2014,4,0.0304,0.0179,0.0122,0.0125
CMCSA,2015-02-24 17:35:07,2014,4,0.0416,0.014,0.0109,0.0276
AMT,2015-02-24 19:29:08,2014,4,0.0282,0.0105,0.0177,0.0177
RY,2015-02-25 19:31:12,2015,1,0.0344,0.0396,0.0219,-0.005200000000000003
LOW,2015-02-25 21:01:03,2015,4,0.0473,0.0129,0.0088,0.0344
CRM,2015-02-26 05:32:06,2015,4,0.0474,0.0169,0.0109,0.0305
TD,2015-02-27 02:36:11,2015,1,0.0463,0.0243,0.0102,0.022000000000000002
C,2015-03-02 17:33:07,2015,0,0.0483,0.017,0.0187,0.0313
FB,2015-03-02 22:51:09,2015,-1,0.0393,0.0071,0.0088,0.0322
BMY,2015-03-03 18:45:06,2015,0,0.0425,0.0104,0.0135,0.032100000000000004
ABT,2015-03-03 20:22:12,2015,0,0.0411,0.0022,0.0081,0.0389
F,2015-03-03 20:45:02,2015,-1,0.0398,0.0164,0.0058,0.0234
CMCSA,2015-03-03 21:23:09,2015,-1,0.0442,0.0108,0.0097,0.0334
IBM,2015-03-04 00:35:11,2015,-1,0.0247,0.0176,0.0047,0.007099999999999999
AMD,2015-03-04 00:40:06,2015,-1,0.041,0.0207,0.0055,0.020300000000000002
GOOG,2015-03-04 03:14:11,2015,-1,0.0281,0.0084,0.0117,0.019700000000000002
EBAY,2015-03-04 21:00:06,2015,-1,0.0329,0.0203,0.0134,0.0126
NFLX,2015-03-05 00:12:06,2015,-1,0.0429,0.0175,0.0067,0.0254
XOM,2015-03-05 09:40:07,2015,-1,0.0489,0.0119,0.0091,0.037
MCD,2015-03-05 16:39:09,2015,-1,0.0394,0.021,0.0094,0.018399999999999996
BA,2015-03-05 17:17:08,2015,-1,0.0544,0.0079,0.0187,0.0465
SBUX,2015-03-05 20:08:06,2015,-1,0.0306,0.0136,0.0088,0.017
ABBV,2015-03-05 21:41:17,2015,-1,0.0496,0.022,0.0203,0.0276
CRM,2015-03-13 02:38:11,2014,-1,0.0357,0.0122,0.0093,0.0235
MSFT,2015-03-13 05:50:09,2015,-1,0.0302,0.0117,0.0101,0.018500000000000003
ABBV,2015-03-13 06:15:11,2015,-1,0.0539,0.0119,0.0212,0.042
ORCL,2015-03-17 23:52:06,2015,3,0.0269,0.0234,0.0133,0.0034999999999999996
ADBE,2015-03-18 00:54:08,2015,1,0.0471,0.0172,0.0087,0.029900000000000003
SBUX,2015-03-20 06:33:13,2015,0,0.037,0.0091,0.0069,0.027899999999999998
MA,2015-03-23 20:20:04,2015,-1,0.0375,0.0171,0.0055,0.020399999999999998
V,2015-03-24 19:31:09,2015,-1,0.0171,0.024,0.0066,-0.0069
F,2015-04-01 17:05:07,2015,-1,0.0379,0.023,0.0113,0.014900000000000004
F,2015-04-01 21:58:05,2015,-1,0.0529,0.0149,0.0066,0.038000000000000006
GM,2015-04-02 01:31:09,2015,-1,0.039,0.0296,0.011,0.009399999999999999
JPM,2015-04-14 17:20:08,2015,1,0.0325,0.0233,0.0141,0.0092
WFC,2015-04-14 18:40:05,2015,1,0.0346,0.0158,0.0135,0.018799999999999997
BAC,2015-04-15 18:58:09,2015,1,0.0259,0.0268,0.0137,-0.0009000000000000015
NFLX,2015-04-16 02:20:08,2015,1,0.0355,0.0228,0.0064,0.012699999999999996
UNH,2015-04-16 18:03:06,2015,1,0.0551,0.0148,0.0138,0.0403
GS,2015-04-16 18:14:03,2015,1,0.0302,0.0239,0.0126,0.0063
C,2015-04-16 21:44:04,2015,1,0.0328,0.0277,0.02,0.005100000000000004
TSM,2015-04-16 22:26:14,2015,1,0.0247,0.0232,0.013,0.0015000000000000013
AXP,2015-04-17 01:06:11,2015,1,0.028,0.0271,0.0158,0.0009000000000000015
AMD,2015-04-17 04:13:07,2015,1,0.0333,0.0305,0.016,0.002800000000000004
MS,2015-04-20 20:05:07,2015,1,0.042,0.0179,0.0102,0.024100000000000003
IBM,2015-04-21 02:52:12,2015,1,0.0294,0.0219,0.0067,0.0075
SAP,2015-04-21 19:11:24,2015,1,0.0414,0.0188,0.0095,0.0226
LMT,2015-04-21 21:11:08,2015,1,0.0344,0.0195,0.0174,0.0149
AMGN,2015-04-22 01:19:12,2015,1,0.0372,0.0258,0.012,0.011399999999999997
ABT,2015-04-22 18:27:06,2015,1,0.0484,0.0155,0.0106,0.0329
TMO,2015-04-22 18:31:19,2015,1,0.0376,0.0212,0.01,0.0164
BA,2015-04-22 19:46:12,2015,1,0.0373,0.0257,0.0162,0.0116
MCD,2015-04-22 21:34:07,2015,1,0.0322,0.0343,0.0136,-0.0020999999999999977
FB,2015-04-23 01:30:03,2015,1,0.039,0.0134,0.0093,0.025599999999999998
TXN,2015-04-23 01:30:11,2015,1,0.0212,0.0329,0.0149,-0.011699999999999999
EBAY,2015-04-23 01:58:19,2015,1,0.0483,0.0139,0.012,0.0344
QCOM,2015-04-23 03:52:08,2015,2,0.028,0.0264,0.0213,0.0016000000000000007
PEP,2015-04-23 16:52:07,2015,1,0.0355,0.0289,0.016,0.006599999999999998
GM,2015-04-23 20:23:09,2015,1,0.0418,0.0263,0.0114,0.015499999999999996
PG,2015-04-23 21:04:10,2015,3,0.0436,0.0192,0.0076,0.0244
ABBV,2015-04-23 21:30:10,2015,1,0.041,0.0236,0.017,0.017400000000000002
NVS,2015-04-23 22:13:11,2015,1,0.0358,0.0293,0.0116,0.006499999999999999
UNP,2015-04-23 23:36:09,2015,1,0.0376,0.0342,0.0151,0.0034000000000000002
C,2015-04-24 01:25:05,2015,1,0.0198,0.0284,0.0231,-0.0086
GOOG,2015-04-24 02:21:18,2015,1,0.0476,0.0239,0.0057,0.023700000000000002
MSFT,2015-04-24 02:45:11,2015,3,0.0339,0.0158,0.0077,0.018099999999999998
AMZN,2015-04-24 02:56:08,2015,1,0.0346,0.0261,0.0154,0.008499999999999997
SBUX,2015-04-24 05:06:10,2015,2,0.0465,0.0111,0.0085,0.0354
AZN,2015-04-24 20:04:11,2015,1,0.0397,0.0277,0.0115,0.012
AAPL,2015-04-28 00:49:08,2015,2,0.0406,0.0142,0.0094,0.026399999999999996
MRK,2015-04-28 16:30:07,2015,1,0.0359,0.0254,0.0132,0.010500000000000002
UPS,2015-04-28 17:49:05,2015,1,0.0431,0.027,0.0111,0.0161
BMY,2015-04-28 19:16:13,2015,1,0.0461,0.0227,0.0103,0.0234
F,2015-04-28 19:50:06,2015,1,0.0404,0.023,0.008,0.0174
TMUS,2015-04-28 23:57:05,2015,1,0.0395,0.022,0.0094,0.0175
MA,2015-04-29 17:56:04,2015,1,0.0264,0.0162,0.0117,0.0102
MS,2015-04-30 14:34:08,2015,0,0.0289,0.02,0.0124,0.008899999999999998
AMT,2015-04-30 18:14:10,2015,1,0.019,0.0143,0.0152,0.004699999999999999
CHTR,2015-04-30 18:32:05,2015,1,0.0414,0.0226,0.0105,0.0188
XOM,2015-04-30 19:58:11,2015,1,0.0456,0.0209,0.0095,0.024700000000000003
V,2015-05-01 02:45:08,2015,2,0.0367,0.0211,0.0142,0.015600000000000003
CVX,2015-05-01 18:06:06,2015,1,0.0333,0.0315,0.0161,0.001800000000000003
CVS,2015-05-01 19:01:13,2014,4,0.0407,0.017,0.0131,0.0237
DUK,2015-05-01 19:23:07,2015,1,0.0268,0.0253,0.0119,0.0015000000000000013
CHTR,2015-05-01 19:36:15,2015,1,0.0282,0.0244,0.0116,0.003799999999999998
CMCSA,2015-05-04 18:24:04,2015,1,0.0405,0.0191,0.0091,0.021400000000000002
DIS,2015-05-06 00:03:11,2015,2,0.0433,0.0161,0.0079,0.0272
SE,2015-05-06 16:16:08,2015,1,0.039,0.0202,0.0132,0.0188
TSLA,2015-05-07 05:54:06,2015,1,0.028,0.0257,0.0203,0.0023
BKNG,2015-05-07 16:36:10,2015,1,0.0285,0.0168,0.0115,0.011700000000000002
MET,2015-05-07 16:48:04,2015,1,0.0263,0.0279,0.0259,-0.0016000000000000007
CMCSA,2015-05-18 18:12:05,2015,-1,0.0226,0.0059,0.0086,0.0167
FB,2015-05-18 18:16:04,2015,0,0.0332,0.0086,0.0094,0.0246
IBM,2015-05-18 21:09:08,2015,-1,0.0212,0.0187,0.0137,0.0024999999999999988
WFC,2015-05-19 18:43:11,2015,-1,0.0359,0.023,0.014,0.012900000000000002
V,2015-05-19 21:18:03,2015,0,0.0473,0.023,0.0125,0.024300000000000002
LOW,2015-05-20 19:07:09,2015,1,0.0502,0.0113,0.0073,0.038900000000000004
CRM,2015-05-21 02:00:05,2016,1,0.0507,0.0175,0.0089,0.0332
V,2015-05-27 18:47:02,2015,0,0.0344,0.0142,0.0091,0.0202
SBUX,2015-05-27 22:59:09,2015,0,0.0414,0.011,0.0119,0.0304
QCOM,2015-05-28 01:11:16,2015,0,0.046,0.016,0.014,0.03
RY,2015-05-28 16:37:11,2015,2,0.0353,0.0297,0.0163,0.005599999999999997
MA,2015-05-28 18:07:05,2015,-1,0.0311,0.0128,0.0085,0.018299999999999997
V,2015-05-28 18:53:06,2015,0,0.0218,0.016,0.0092,0.0058
TD,2015-05-29 01:45:07,2015,2,0.0383,0.0273,0.0157,0.011
WFC,2015-05-29 18:07:09,2015,0,0.0262,0.0209,0.0133,0.005300000000000003
JPM,2015-06-02 17:16:09,2015,-1,0.0374,0.0368,0.0098,0.0006000000000000033
MA,2015-06-02 18:17:08,2015,-1,0.0239,0.0141,0.0101,0.009800000000000001
QCOM,2015-06-02 22:38:05,2015,-1,0.036,0.0222,0.0245,0.013799999999999996
WFC,2015-06-03 19:40:04,2015,-1,0.0237,0.0171,0.0228,0.006599999999999998
GOOG,2015-06-03 23:44:11,2015,0,0.0304,0.0302,0.0092,0.0001999999999999988
F,2015-06-04 01:22:04,2015,-1,0.033,0.0165,0.0126,0.0165
BMY,2015-06-09 18:26:09,2015,-1,0.0375,0.015,0.0144,0.0225
GM,2015-06-09 18:35:08,2015,0,0.0427,0.0305,0.0098,0.012200000000000003
TSLA,2015-06-10 02:45:11,2015,0,0.0293,0.024,0.0161,0.005299999999999999
WFC,2015-06-10 16:54:08,2015,-1,0.0332,0.0183,0.0136,0.0149
V,2015-06-10 22:37:08,2015,-1,0.0368,0.0207,0.0192,0.0161
PG,2015-06-11 16:52:08,2015,-1,0.0467,0.011,0.0093,0.035699999999999996
FB,2015-06-11 22:44:12,2015,0,0.0308,0.0228,0.0075,0.008
ADBE,2015-06-17 03:50:06,2015,2,0.0554,0.0113,0.0092,0.0441
ORCL,2015-06-18 02:59:09,2015,4,0.0217,0.0178,0.0095,0.0039000000000000007
PEP,2015-07-09 16:44:09,2015,2,0.0475,0.0191,0.0104,0.0284
WFC,2015-07-14 21:07:07,2015,2,0.0378,0.0231,0.0106,0.014700000000000001
JPM,2015-07-14 21:29:07,2015,2,0.0334,0.0207,0.0117,0.0127
BAC,2015-07-15 19:30:08,2015,2,0.0285,0.0232,0.0137,0.005300000000000003
NFLX,2015-07-16 01:48:05,2015,2,0.042,0.0223,0.0099,0.019700000000000002
GS,2015-07-16 18:40:08,2015,2,0.0307,0.0307,0.017,0.0
UNH,2015-07-16 18:44:06,2015,2,0.0442,0.0177,0.0132,0.026500000000000003
EBAY,2015-07-16 19:44:09,2015,2,0.0449,0.0139,0.0094,0.031000000000000003
C,2015-07-16 23:17:14,2015,2,0.0361,0.0272,0.0206,0.008900000000000002
GOOG,2015-07-17 00:38:15,2015,2,0.0413,0.0213,0.006,0.020000000000000004
AMD,2015-07-17 01:48:09,2015,2,0.0305,0.0236,0.012,0.0069
TSM,2015-07-17 02:12:09,2015,2,0.0251,0.03,0.0123,-0.004899999999999998
MS,2015-07-20 17:34:04,2015,2,0.0358,0.0227,0.0162,0.013099999999999997
LMT,2015-07-20 22:45:07,2015,2,0.029,0.0177,0.0173,0.011300000000000001
IBM,2015-07-20 23:15:10,2015,2,0.0309,0.0275,0.0085,0.0034000000000000002
SAP,2015-07-21 17:27:04,2015,2,0.0442,0.0211,0.0108,0.023100000000000002
C,2015-07-21 21:20:04,2015,2,0.0207,0.0235,0.0204,-0.0028000000000000004
NVS,2015-07-21 21:38:11,2015,2,0.0365,0.0378,0.0091,-0.0013000000000000025
AAPL,2015-07-22 00:26:10,2015,3,0.0426,0.0154,0.006,0.0272
MSFT,2015-07-22 01:46:14,2015,4,0.0374,0.0207,0.0094,0.016700000000000003
TMO,2015-07-22 17:40:07,2015,2,0.0443,0.016,0.0135,0.0283
BA,2015-07-22 19:44:08,2015,2,0.0503,0.0166,0.0083,0.033699999999999994
ABT,2015-07-22 20:16:10,2015,2,0.0358,0.0255,0.0168,0.0103
QCOM,2015-07-23 00:14:10,2015,3,0.0354,0.0221,0.0148,0.0133
TXN,2015-07-23 00:54:11,2015,2,0.0208,0.0282,0.0197,-0.0074
AXP,2015-07-23 04:07:10,2014,4,0.035,0.024,0.0108,0.011000000000000003
CMCSA,2015-07-23 17:16:13,2015,2,0.0527,0.0132,0.0059,0.03949999999999999
GM,2015-07-23 19:34:28,2015,2,0.0404,0.0247,0.0137,0.0157
BMY,2015-07-23 20:48:05,2015,2,0.0454,0.0243,0.0101,0.021100000000000004
MCD,2015-07-23 21:10:44,2015,2,0.0379,0.0234,0.0084,0.014500000000000002
UNP,2015-07-23 23:27:14,2015,2,0.0406,0.0375,0.0123,0.0030999999999999986
AMZN,2015-07-24 02:28:10,2015,2,0.0405,0.0281,0.0139,0.012400000000000001
SBUX,2015-07-24 04:44:07,2015,3,0.0491,0.0089,0.0086,0.0402
V,2015-07-24 13:03:05,2015,3,0.0228,0.0261,0.0169,-0.003300000000000001
ABBV,2015-07-24 18:17:10,2015,2,0.0423,0.0215,0.0155,0.0208
UPS,2015-07-28 18:24:07,2015,2,0.0417,0.0251,0.0109,0.0166
F,2015-07-28 19:24:12,2015,2,0.0481,0.0209,0.0096,0.0272
MRK,2015-07-28 20:18:06,2015,2,0.0384,0.0271,0.0159,0.011299999999999998
MA,2015-07-29 18:28:08,2015,2,0.0241,0.0172,0.0114,0.0069
AMT,2015-07-29 19:08:08,2015,2,0.0259,0.0128,0.0155,0.013099999999999999
FB,2015-07-30 02:00:07,2015,2,0.0327,0.0146,0.0064,0.018099999999999998
CHTR,2015-07-30 17:50:07,2015,2,0.0326,0.0241,0.0113,0.008499999999999997
MET,2015-07-30 17:57:09,2015,2,0.0278,0.0288,0.022,-0.0010000000000000009
PG,2015-07-30 19:28:06,2015,4,0.039,0.0227,0.0068,0.0163
AZN,2015-07-30 22:00:09,2015,2,0.035,0.0237,0.0132,0.011300000000000004
AMGN,2015-07-31 01:46:16,2015,2,0.0447,0.0232,0.0116,0.0215
TMUS,2015-07-31 05:24:05,2015,2,0.0368,0.0257,0.0079,0.011099999999999999
CVX,2015-07-31 21:34:09,2015,2,0.0318,0.0334,0.0133,-0.0015999999999999973
XOM,2015-07-31 21:58:09,2015,2,0.0379,0.0222,0.0139,0.015700000000000002
CHTR,2015-08-04 18:08:07,2015,2,0.0276,0.0162,0.0101,0.0114
CVS,2015-08-04 19:56:09,2015,2,0.0386,0.0214,0.0154,0.017200000000000003
DIS,2015-08-05 01:28:13,2015,3,0.0405,0.0219,0.0111,0.018600000000000002
BKNG,2015-08-05 17:51:42,2015,2,0.0322,0.0162,0.0135,0.016
SE,2015-08-05 18:24:07,2015,2,0.0314,0.0175,0.0114,0.013899999999999996
TSLA,2015-08-06 06:06:12,2015,2,0.026,0.0263,0.0226,-0.00030000000000000165
DUK,2015-08-06 19:10:07,2015,2,0.0316,0.0245,0.0135,0.007100000000000002
GM,2015-08-11 21:06:09,2015,3,0.0407,0.0226,0.0056,0.0181
BA,2015-08-12 18:15:14,2015,-1,0.0693,0.0178,0.0084,0.051500000000000004
LOW,2015-08-19 19:32:05,2015,2,0.0479,0.0126,0.0115,0.0353
CRM,2015-08-21 01:10:08,2016,2,0.0527,0.0169,0.007,0.0358
RY,2015-08-26 18:11:12,2015,3,0.0295,0.0362,0.02,-0.0067000000000000046
TD,2015-08-28 01:46:10,2015,3,0.0367,0.035,0.015,0.0017000000000000001
F,2015-09-01 18:31:21,2015,-1,0.0511,0.0175,0.0077,0.0336
GM,2015-09-08 23:43:06,2015,-1,0.0255,0.0167,0.0187,0.008799999999999999
MSFT,2015-09-09 04:27:06,2015,-1,0.0355,0.0128,0.0084,0.022699999999999998
IBM,2015-09-09 16:28:08,2015,-1,0.0326,0.0127,0.0092,0.019899999999999998
CMCSA,2015-09-09 20:17:04,2015,-1,0.0388,0.0129,0.0052,0.0259
MA,2015-09-10 08:25:13,2015,-1,0.0413,0.0078,0.0053,0.0335
PG,2015-09-10 16:50:09,2015,-1,0.0523,0.0105,0.0041,0.0418
SBUX,2015-09-11 01:02:48,2015,-1,0.0437,0.0111,0.0117,0.032600000000000004
DIS,2015-09-11 01:06:10,2015,-1,0.0548,0.0081,0.0088,0.046700000000000005
C,2015-09-16 16:35:11,2015,-1,0.0451,0.0145,0.0133,0.030600000000000002
F,2015-09-16 17:20:10,2015,-1,0.0442,0.0096,0.0101,0.034600000000000006
GM,2015-09-16 17:48:09,2015,-1,0.0373,0.0201,0.0133,0.0172
CMCSA,2015-09-16 19:35:15,2015,-1,0.0396,0.0109,0.006,0.028700000000000003
IBM,2015-09-16 19:47:08,2015,-1,0.0405,0.0156,0.0094,0.024900000000000002
WFC,2015-09-16 20:06:09,2015,-1,0.0375,0.0158,0.0125,0.021699999999999997
V,2015-09-17 00:54:04,2015,-1,0.0206,0.0172,0.0084,0.0034000000000000002
ORCL,2015-09-17 02:45:10,2016,1,0.0224,0.021,0.0102,0.0013999999999999985
MRK,2015-09-17 17:11:06,2015,-1,0.0464,0.0178,0.0097,0.028599999999999997
AMT,2015-09-17 21:20:05,2015,-1,0.0275,0.0076,0.0086,0.0199
MSFT,2015-09-17 21:35:13,2015,-1,0.0294,0.0101,0.0059,0.019299999999999998
UNP,2015-09-17 22:49:13,2015,0,0.0461,0.0209,0.0256,0.025200000000000004
BMY,2015-09-17 23:33:04,2015,-1,0.0624,0.0158,0.012,0.046599999999999996
QCOM,2015-09-18 01:13:06,2015,-1,0.0297,0.0183,0.0119,0.0114
BAC,2015-09-18 03:56:07,2015,-1,0.0271,0.0179,0.0103,0.0092
TXN,2015-09-18 04:14:08,2015,-1,0.0244,0.0157,0.0161,0.008700000000000003
ADBE,2015-09-18 04:22:07,2015,3,0.0542,0.015,0.0115,0.0392
JPM,2015-09-19 03:02:16,2015,-1,0.0267,0.036,0.0137,-0.009299999999999996
BAC,2015-09-22 16:37:11,2015,-1,0.0172,0.0247,0.0139,-0.0075
F,2015-10-01 19:05:03,2015,-1,0.044,0.017,0.012,0.026999999999999996
PEP,2015-10-06 15:10:08,2015,3,0.0393,0.0222,0.0146,0.0171
JPM,2015-10-14 04:03:05,2015,3,0.0308,0.0222,0.0122,0.0086
WFC,2015-10-14 21:01:20,2015,3,0.0353,0.0208,0.0119,0.014499999999999999
NFLX,2015-10-15 05:54:08,2015,3,0.0422,0.0198,0.0086,0.0224
BAC,2015-10-15 09:12:05,2015,3,0.0345,0.0252,0.0152,0.009300000000000003
GS,2015-10-15 20:23:06,2015,3,0.0261,0.0343,0.0231,-0.008199999999999995
TSM,2015-10-15 21:37:14,2015,3,0.025,0.0252,0.0128,-0.0001999999999999988
C,2015-10-15 21:47:03,2015,3,0.0349,0.0263,0.0205,0.0086
UNH,2015-10-15 22:56:09,2015,3,0.0461,0.0154,0.0147,0.0307
